GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-Value	P-adj
gene-J2S48_RS07055	359.65955584202	-3.20302966792266	0.331330522609595	-9.66717356039297	4.15700208010677e-22	2.80038043973347e-20
gene-J2S48_RS13310	574.031072679435	3.73133732581236	0.389615267170705	9.57697924136409	9.99247378019423e-22	6.60445955698498e-20
gene-J2S48_RS17385	2622.70822913844	-4.11552119302567	0.430894357482004	-9.5511141456466	1.28308887180818e-21	8.32344503322973e-20
rna-J2S48_RS10600	112.462843385724	-6.48500156238079	0.682078081500446	-9.50771141643342	1.94903093458532e-21	1.24135552070043e-19
gene-J2S48_RS25900	1405.47392285088	-4.80432294340478	0.507397693548838	-9.46855495105313	2.83741655329647e-21	1.77490539039242e-19
gene-J2S48_RS02165	348.924948526072	-3.36723061005029	0.360432790098647	-9.34218723310027	9.43642532801861e-21	5.60267761424563e-19
gene-J2S48_RS06970	317.608090768339	-3.48327752810638	0.37282734581211	-9.34287027824888	9.37572912250283e-21	5.60267761424563e-19
gene-J2S48_RS07235	1150.54688332681	-3.15024453355921	0.337184507518076	-9.3427914489527	9.38271423275974e-21	5.60267761424563e-19
gene-J2S48_RS05740	258.531409908873	4.63034502699934	0.496053120541938	9.33437334683168	1.01590413197196e-20	5.93118695716295e-19
MSTRG.2974.1	150.068746211415	-4.00085463155922	0.431719031642083	-9.2672649068576	1.90980259100596e-20	1.09672761906457e-18
gene-J2S48_RS08550	254.838474122172	3.86960762885624	0.42044189674938	9.2036679949688	3.45934916488679e-20	1.95453227816104e-18
gene-J2S48_RS22865	529.82971583671	-3.39075579068387	0.368859481197912	-9.19254069238512	3.83670243740126e-20	2.13332835527248e-18
MSTRG.2943.1	840.363716250404	2.81182266324025	0.306733798276321	9.16698022533279	4.86454986845918e-20	2.66258096706446e-18
gene-J2S48_RS11120	1467.29937192572	-3.11882072810021	0.341986211655896	-9.11972653224496	7.53141298791911e-20	4.01154451287914e-18
gene-J2S48_RS01630	456.526929217227	3.74167260528268	0.410300700393132	9.1193424766216	7.55814838281539e-20	4.01154451287914e-18
MSTRG.1822.1	8058.70241179595	4.43234545685485	0.486983550831113	9.10163279496888	8.89838418271345e-20	4.65239399881272e-18
gene-J2S48_RS17810	3983.95523829754	3.36658559229608	0.372709100459127	9.03274319878131	1.67421224238998e-19	8.62465512513547e-18
MSTRG.11.1	963.726347419693	-4.36258965264892	0.483778521399701	-9.01774150705736	1.92006749028231e-19	9.74782089631727e-18
gene-J2S48_RS13595	2144.70478341828	2.58090223235997	0.287502728703309	8.97696604133227	2.78335756669559e-19	1.39287165087638e-17
gene-J2S48_RS17310	421.535020631328	-3.71152230074289	0.41413845187025	-8.96203258591818	3.18747625660318e-19	1.57263793336351e-17
gene-J2S48_RS18320	6702.95646790425	-2.65259556803583	0.297888832337666	-8.90464925193647	5.35551106432013e-19	2.60560489698797e-17
gene-J2S48_RS06485	2856.5009314708	3.6839852893803	0.414105713286965	8.89624357060582	5.77687222969403e-19	2.73861216436664e-17
gene-J2S48_RS16875	888.33258622183	-3.16494762121218	0.355768684036004	-8.89608266052975	5.7852497905547e-19	2.73861216436664e-17
gene-J2S48_RS08470	2926.70656742706	2.51038443192978	0.283043727922642	8.86924593014083	7.36428761016546e-19	3.43961326645461e-17
gene-J2S48_RS24720	1113.5742223037	-5.24038528244137	0.591656988869109	-8.85713408449349	8.20977632193826e-19	3.7840587441776e-17
MSTRG.47.1	86590.8945608082	4.48358153724064	0.506411072469322	8.85364041386013	8.47099974311177e-19	3.85375481819747e-17
gene-J2S48_RS15180	399.374300894054	-2.88620192990944	0.326675400422747	-8.835075815854	1.00030394720886e-18	4.49239067573413e-17
gene-J2S48_RS14405	5419.2952738576	-3.00818170009927	0.340875253306696	-8.82487558400936	1.09581566983185e-18	4.85904087521643e-17
rna-J2S48_RS10595	510.30743549691	-3.53180211755467	0.400917151756714	-8.80930661629027	1.25922318988358e-18	5.51382354270273e-17
rna-J2S48_RS16000	287.601096379567	-4.261677411025	0.484602117180707	-8.79417827519691	1.44098630556282e-18	6.23182102269945e-17
MSTRG.190.1	2662.44803185715	4.91187868698903	0.560761771420209	8.75929661636705	1.96472492133623e-18	8.39320902370831e-17
gene-J2S48_RS25070	638.587042858174	3.08601233208569	0.353719548322097	8.72446079591724	2.67451925902753e-18	1.12877601980403e-16
gene-J2S48_RS24730	1423.73707789883	-3.75382264420238	0.431972656460042	-8.68995430165524	3.62585307916832e-18	1.51206706384841e-16
gene-J2S48_RS06480	8674.62182585647	5.12440532348728	0.590581248016485	8.67688457887549	4.06757543795402e-18	1.67631961872388e-16
MSTRG.99.1	339.124252197141	-2.93013280106607	0.34074945033368	-8.59908298662471	8.03555680378569e-18	3.27055901671761e-16
gene-J2S48_RS21205	55.9507247065473	7.66488419883461	0.891489028453505	8.59784467805636	8.12271294474542e-18	3.27055901671761e-16
rna-J2S48_RS19430	116.022320865113	-4.43374544034371	0.518133682561117	-8.55714575132011	1.15696224863635e-17	4.60549858746946e-16
gene-J2S48_RS17785	2230.4327995823	2.94902857020485	0.345458353012718	8.53656756157892	1.38267846617658e-17	5.44216030001862e-16
gene-J2S48_RS01875	382.784549659848	-3.08839953840475	0.363481055335713	-8.49672766453341	1.95010241856547e-17	7.59023196914982e-16
gene-J2S48_RS12395	1006.72575684681	3.31304085507993	0.390021383527313	8.49451080122101	1.98768309532187e-17	7.65148778342034e-16
MSTRG.20.1	136.141973171486	-4.64800794657723	0.547669315638237	-8.48688764160647	2.12244797903099e-17	8.06249556174283e-16
gene-J2S48_RS20130	1184.75707526881	-2.25251455249305	0.265441916067328	-8.48590375576447	2.14048554736535e-17	8.06249556174283e-16
gene-J2S48_RS13420	2582.14855770746	-4.41752656281039	0.521648111331996	-8.46840325277995	2.4877974350825e-17	9.2710153352064e-16
gene-J2S48_RS07360	873.166713917086	-3.78503421694953	0.447921549944588	-8.45021682349907	2.90762326190783e-17	1.0721478196277e-15
rna-J2S48_RS10510	240.019628798616	-3.63903339769507	0.431569642827229	-8.43208844314355	3.39550196549272e-17	1.23900451928344e-15
gene-J2S48_RS20520	716.95490249748	2.76165507268719	0.329317063431091	8.38600661597683	5.02935060276169e-17	1.81626960427569e-15
gene-J2S48_RS04535	76797.9591855594	-3.33734099070339	0.398274310727032	-8.37950352512374	5.31514240440012e-17	1.89989222883813e-15
MSTRG.1329.1	81.4401322335741	-7.6993471240282	0.92023834622376	-8.36668799515127	5.9260339973296e-17	2.09685829218642e-15
gene-J2S48_RS19520	229.946859493806	-3.33626036344572	0.400509830224439	-8.33003365129924	8.08193789111577e-17	2.83110284325785e-15
gene-J2S48_RS14735	824.312205026117	-2.58795904097217	0.312281877774055	-8.28725336039074	1.15893593605722e-16	3.9997731575294e-15
gene-J2S48_RS25940	976.833249897785	3.81502628359894	0.460381206390662	8.28666815812993	1.16464990598915e-16	3.9997731575294e-15
gene-J2S48_RS00240	149.881865319161	4.41816712658902	0.534529451304375	8.26552609179471	1.39080018648154e-16	4.73007092548041e-15
MSTRG.2270.1	3307.22056561865	2.64992400840674	0.321159238778956	8.25112183750878	1.5691447196348e-16	5.28530187776991e-15
gene-J2S48_RS19885	567.678975284511	-3.09171281305265	0.374778939717676	-8.24943049196323	1.59151143930288e-16	5.30958530655046e-15
gene-J2S48_RS26115	2155.95292976296	2.50177007210243	0.304651332747823	8.2119124493484	2.17692987457478e-16	7.19413712324099e-15
gene-J2S48_RS19745	658.168990096526	-3.03198789764556	0.369708664783896	-8.20101930642559	2.3835724348191e-16	7.80341517679561e-15
gene-J2S48_RS04045	1851.82485121754	-3.03573708490654	0.370257747296276	-8.1989832949461	2.42428609420894e-16	7.86321684075362e-15
gene-J2S48_RS04250	663.160381804158	-2.9064657760828	0.35596872522925	-8.16494700260813	3.21576368682163e-16	1.03346974265469e-14
gene-J2S48_RS12575	2030.21638968709	-3.62253089799493	0.443919768372473	-8.16032796033409	3.34116141780636e-16	1.06400804059779e-14
gene-J2S48_RS07555	1335.67627648912	2.96320374619456	0.366035751944657	8.09539431722665	5.70791501599165e-16	1.80133570279448e-14
gene-J2S48_RS08825	290.21239057427	3.50305088727936	0.433447919695115	8.08182650811518	6.3803833658073e-16	1.99557883307348e-14
gene-J2S48_RS22375	539.257724609751	3.04040490309792	0.376338845879039	8.07890266017118	6.53521645112358e-16	2.02591709984831e-14
gene-J2S48_RS10995	784.886810712286	-2.91025535667366	0.361306299888587	-8.05481486918735	7.95991939650608e-16	2.44592961806674e-14
gene-J2S48_RS07850	257.112361993786	-3.41315350593902	0.425287775757444	-8.02551519347138	1.01100741891513e-15	3.07961651170408e-14
gene-J2S48_RS18920	811.765432914284	-2.73421262250414	0.341897010120632	-7.99718202139126	1.27298984656998e-15	3.84420985563332e-14
gene-J2S48_RS02465	195.783701664888	3.13051122273362	0.391507650046667	7.99604100292923	1.28483610258999e-15	3.84682125416473e-14
MSTRG.3408.1	65.7095372161768	-7.40871952469828	0.927593031373734	-7.98703663580376	1.38221025032575e-15	4.10329026007721e-14
MSTRG.1958.1	1999.43614780857	-3.50539656142948	0.439273350245522	-7.97998913312227	1.46346174411717e-15	4.30798864675837e-14
gene-J2S48_RS12465	380.498549906595	-3.58595719449103	0.449861916673497	-7.97123975509502	1.5709040993778e-15	4.54783228109128e-14
gene-J2S48_RS24745	218.569161128019	2.91160574500348	0.365245475865203	7.97164082075593	1.5658133491749e-15	4.54783228109128e-14
gene-J2S48_RS12830	249.469276550604	-3.047540280211	0.382603168275882	-7.96527716679419	1.64853851506691e-15	4.73346755596671e-14
gene-J2S48_RS25080	5402.70057623347	-2.59433599992647	0.326313862556479	-7.95043146374893	1.85863043427733e-15	5.29331903355567e-14
MSTRG.2376.1	1334.85307630497	3.61352535859644	0.454741894747565	7.9463216394486	1.92131179809497e-15	5.4277058296183e-14
gene-J2S48_RS14750	1344.18851147199	-2.89879045381862	0.365337210669824	-7.93456119212128	2.11240850960226e-15	5.91981360730937e-14
gene-J2S48_RS20525	727.678832315213	2.40532401522433	0.303374663420831	7.92855932035348	2.2170275217394e-15	6.16368841956596e-14
gene-J2S48_RS04195	505.481278248397	2.9274979112948	0.369517046025423	7.92249760270432	2.32786579949294e-15	6.42087708316832e-14
gene-J2S48_RS16880	328.703340283209	-3.1874440710536	0.402685807810409	-7.91546165578874	2.46337308761068e-15	6.74155931710954e-14
gene-J2S48_RS19270	1359.84094311137	-2.8991017912579	0.366686991728551	-7.90620299234404	2.65358345544208e-15	7.20581615846015e-14
gene-J2S48_RS18915	800.996961524055	-2.44395541852979	0.30933780186624	-7.90060381817342	2.7755554851856e-15	7.47905451123473e-14
gene-J2S48_RS04030	1634.96182354062	-3.65258029728397	0.462519522763631	-7.89713756396529	2.8538134969667e-15	7.6312279999041e-14
gene-J2S48_RS21880	2705.52343937425	-2.46445262491783	0.312129775023283	-7.8956024773157	2.8891617207166e-15	7.66722235429564e-14
rna-J2S48_RS24910	63.0834760278	-7.35540274511979	0.93492595032556	-7.86736397953067	3.62191721957646e-15	9.53953084223785e-14
gene-J2S48_RS21045	492.280597982534	3.20894114662509	0.409129484539018	7.84333876655388	4.38722326732465e-15	1.14689873921181e-13
MSTRG.12.1	265.20682037427	3.49528596265326	0.44609998696868	7.83520749777259	4.68069077712423e-15	1.2145525772049e-13
gene-J2S48_RS09620	379.028086349121	-2.82539696406442	0.361160605373556	-7.82310396545617	5.1536507013281e-15	1.32744400049649e-13
gene-J2S48_RS02795	3217.15868566026	2.87535123519392	0.368874490287201	7.79493109690294	6.44436339704574e-15	1.6477813853906e-13
gene-J2S48_RS18085	12783.3081572527	2.26054248496549	0.29037879089538	7.78480576351713	6.98203901361351e-15	1.7723248307745e-13
gene-J2S48_RS02340	1271.19779051684	-4.46419949560739	0.5752156675489	-7.76091429259944	8.43192872736612e-15	2.12496736201176e-13
gene-J2S48_RS08750	1045.86274363787	3.47637550240976	0.44852501514773	7.75068365198037	9.13991262258157e-15	2.28693670835023e-13
gene-J2S48_RS02205	438.867782649176	2.90675113090031	0.375511599573956	7.74077587536105	9.88119491510553e-15	2.44402055901869e-13
MSTRG.2107.1	729.530155621028	-3.18036301472424	0.410923564875813	-7.73954887616483	9.97701798286249e-15	2.44402055901869e-13
rna-J2S48_RS24235	65.343792066083	-6.10828318764703	0.789139875490458	-7.74043154751327	9.90799356193969e-15	2.44402055901869e-13
MSTRG.625.1	14858.0216490813	-2.69776538172474	0.348694227459494	-7.73676524954267	1.01978100321094e-14	2.48075892656105e-13
rna-J2S48_RS15085	591.282453447995	-2.95994339881945	0.382956016018066	-7.72919937280687	1.08225064506716e-14	2.61456828253121e-13
gene-J2S48_RS17320	1612.51026229924	3.55003008049334	0.459435212567628	7.72694382882284	1.10159224555777e-14	2.64306687410198e-13
gene-J2S48_RS00495	1510.77392732728	-3.41077808614031	0.44184670658209	-7.71936971653455	1.16906345744471e-14	2.78587026627811e-13
gene-J2S48_RS13070	423.94095699675	-2.59230506019896	0.335968344984556	-7.71592055887922	1.20112110555841e-14	2.84292380592643e-13
gene-J2S48_RS07795	1037.06959527321	-2.85707388939923	0.370677478433098	-7.70770833306748	1.28097089385928e-14	3.01157116858326e-13
gene-J2S48_RS15265	98.5009749196019	5.70016954528657	0.740102346018167	7.70186660798214	1.34092828109154e-14	3.13151451244245e-13
gene-J2S48_RS04415	9334.57243557399	1.93742983011022	0.251747545775556	7.69592340668745	1.40475944092456e-14	3.25885584209187e-13
MSTRG.1727.1	6158.79205634699	4.3973716715836	0.571491694531139	7.69455044345181	1.4199252001629e-14	3.27236708958595e-13
gene-J2S48_RS10180	295.637850751137	4.01014303386713	0.525459870295812	7.63168276125365	2.31709057153282e-14	5.30507730201273e-13
gene-J2S48_RS25370	2102.92631511563	2.83033257499297	0.370953071812562	7.62989388701734	2.34947018011143e-14	5.34428184475997e-13
gene-J2S48_RS17260	780.813482863705	-3.35544331158174	0.439879310436615	-7.62809987187439	2.38238974410838e-14	5.38420082168493e-13
gene-J2S48_RS10260	401.418617795754	2.96398249412752	0.390019559882672	7.59957396757014	2.9710722529653e-14	6.6715808347035e-13
gene-J2S48_RS00840	271.079473368789	4.197742827959	0.55336361650429	7.58586705515082	3.30270933837428e-14	7.36903873396504e-13
gene-J2S48_RS16890	457.267054297147	-2.45776790609612	0.325570562790614	-7.54910973839118	4.38243503678488e-14	9.71624679358065e-13
gene-J2S48_RS25005	916.072689157588	-3.23784064775254	0.429186574268559	-7.5441331156983	4.55305893232659e-14	1.00310474465032e-12
gene-J2S48_RS13810	337.971586032444	2.94696639966401	0.394487262892972	7.470371484373	7.99687385669732e-14	1.75081557000067e-12
MSTRG.2121.1	314.043730867512	-3.60765307490247	0.483904353645609	-7.45530195734622	8.96622417849345e-14	1.95084989423991e-12
gene-J2S48_RS07855	304.260212198129	-3.17967729204431	0.427012990035225	-7.44632450591728	9.5976561042961e-14	2.07534502057711e-12
rna-J2S48_RS24160	573.539973123146	-2.99297376427097	0.402791481704906	-7.43057860012961	1.08123662605416e-13	2.32366374298634e-12
gene-J2S48_RS13390	6693.60651051384	2.53123381156022	0.340877937492608	7.42563109299239	1.12243435558261e-13	2.39749240707677e-12
gene-J2S48_RS01380	1705.40879930593	2.50845505309585	0.339444979422111	7.38987230674726	1.46969887485577e-13	3.10141877025287e-12
rna-J2S48_RS15560	341.002084788851	-4.67013912430742	0.631937542800772	-7.39019097300215	1.46618077750835e-13	3.10141877025287e-12
gene-J2S48_RS01390	857.34975439588	2.89043992754414	0.391651259908639	7.38013693156099	1.58126816542992e-13	3.31687567874311e-12
gene-J2S48_RS08560	2291.03020199575	-3.16617351563042	0.430028016469015	-7.36271450783149	1.80207513395829e-13	3.75754118705707e-12
gene-J2S48_RS18880	3526.85475835667	-2.43446339390706	0.330866441567477	-7.35784319006125	1.86905416181448e-13	3.8741400762344e-12
gene-J2S48_RS07565	1037.01592613203	2.51622852106864	0.342916602738339	7.33772731030067	2.17251228082619e-13	4.45047398814863e-12
gene-J2S48_RS07815	193.00068000047	-3.01649904103243	0.411070838755029	-7.33814894330187	2.16568089700308e-13	4.45047398814863e-12
gene-J2S48_RS04985	1126.74190630897	2.30752380268606	0.314575598958191	7.335355349646	2.21133962674448e-13	4.50367599563134e-12
gene-J2S48_RS25915	356.641386412599	-3.96618340786262	0.542229532817637	-7.31458389448611	2.58180165973867e-13	5.22777526824542e-12
gene-J2S48_RS25905	583.079811601483	-4.75190719604889	0.651496490823512	-7.29383390851781	3.01256790177085e-13	6.0649571033927e-12
gene-J2S48_RS21240	1154.7292259761	2.67248598943314	0.367529197322087	7.27149301036643	3.55535776373562e-13	7.11681042649479e-12
MSTRG.1092.1	2447.37446086789	2.46781648538786	0.339999438138246	7.25829577513721	3.91997665223199e-13	7.80208989361856e-12
rna-J2S48_RS12470	133.721657677113	-4.65985081544461	0.64488066899169	-7.22591176865415	4.97750846896771e-13	9.85096732587225e-12
gene-J2S48_RS21855	406.898382914997	2.62381970649105	0.363698255733382	7.21427629945662	5.42215624444411e-13	1.06706816428583e-11
MSTRG.3438.1	1194.60622380258	-2.4472669265879	0.339500112394931	-7.20844216905903	5.65955978807599e-13	1.10756636523074e-11
gene-J2S48_RS13370	597.440081028678	-2.44433477248814	0.339192726279744	-7.20633015718685	5.747993889679e-13	1.11862347753031e-11
gene-J2S48_RS02560	197.182217453977	3.00301014714261	0.417081303377546	7.20005937169584	6.01863468037405e-13	1.16482194946687e-11
gene-J2S48_RS21255	688.473720999345	2.30910875573744	0.321477956256443	7.18279033071701	6.83028095844753e-13	1.31464143941987e-11
gene-J2S48_RS00595	349.948930221301	-2.89523984692436	0.403273359575878	-7.17934814729463	7.00445727492079e-13	1.34079857016653e-11
gene-J2S48_RS06930	5379.42571276625	-2.70211745104873	0.376506011305143	-7.17682419380756	7.13493392020782e-13	1.35835182187435e-11
rna-J2S48_RS20040	599.257424585318	-4.43999774604829	0.61919038414114	-7.17065035208336	7.46423190103601e-13	1.41336239726104e-11
MSTRG.863.1	8000.82190534052	-2.31572174671312	0.324251798404444	-7.14173909939179	9.21573972533072e-13	1.73563098160395e-11
gene-J2S48_RS00950	1408.17158478143	2.51340540052928	0.351977859440456	7.14080540328553	9.27856313232204e-13	1.73811800280878e-11
gene-J2S48_RS16650	4952.93745813411	2.53375922298257	0.356004925574807	7.11720271536005	1.10139440203984e-12	2.04136750811934e-11
gene-J2S48_RS19345	400.025727387102	-2.54720837237987	0.3578642911298	-7.11780536789008	1.09659071315851e-12	2.04136750811934e-11
gene-J2S48_RS00955	590.52947650668	2.6921883028064	0.378341124745424	7.11576967642074	1.11290011216544e-12	2.05183636469238e-11
gene-J2S48_RS25085	2629.11599132867	-2.44001672219499	0.343296712903943	-7.10760292912483	1.18075674899763e-12	2.16554496949669e-11
MSTRG.57.1	1815.27809479024	-2.32931383738435	0.328467457646201	-7.09146000056205	1.32704437259273e-12	2.42116481103768e-11
gene-J2S48_RS17415	926.387935176501	-2.2397397107422	0.316279279550397	-7.08152527072299	1.42576361713475e-12	2.58779790198084e-11
gene-J2S48_RS26350	359.98284253586	-2.92767202232232	0.413639421279065	-7.07783608551938	1.46422766521986e-12	2.64391211920884e-11
gene-J2S48_RS18855	3646.81334686808	-1.8717613685937	0.265140541210492	-7.05950647927409	1.6709498650427e-12	3.00171147551003e-11
MSTRG.2427.1	209.949424374415	-2.4930638811325	0.353262624561896	-7.05725346468313	1.6982569260101e-12	3.0352010264354e-11
gene-J2S48_RS24750	832.889849075379	1.98990474293328	0.283882472430272	7.00960762352824	2.38987397743975e-12	4.24960839744744e-11
gene-J2S48_RS12910	319.458221816077	-3.93629391270896	0.561991162060276	-7.0041918422318	2.48415536189395e-12	4.39494759228006e-11
gene-J2S48_RS03950	3664.08433896276	-2.63906924254732	0.378439659059468	-6.97355358871786	3.09033642062159e-12	5.43992386001881e-11
gene-J2S48_RS22370	189.144601150396	2.81232859453439	0.403664682758656	6.96699194815572	3.2378919464213e-12	5.6711677441569e-11
gene-J2S48_RS21850	739.540697481972	-3.02594333555976	0.434737292475477	-6.96039513502387	3.39319659789606e-12	5.91361576240293e-11
gene-J2S48_RS19005	314.448335021577	-2.59013439956688	0.372503961721632	-6.95330698657765	3.56821039289394e-12	6.18784208233043e-11
MSTRG.343.1	978.994983578119	2.18517112994803	0.314452640377587	6.94912635277644	3.67555244565837e-12	6.34259123997107e-11
gene-J2S48_RS04565	833.070825434904	-2.80851240253285	0.404681533121789	-6.94005575413205	3.9194522431393e-12	6.73031431750832e-11
MSTRG.1826.1	336.323534535221	-3.80027100506646	0.549206097023632	-6.9195717703457	4.53010935960537e-12	7.74096248131591e-11
gene-J2S48_RS21150	756.434303654353	3.15306051245493	0.456258715314784	6.91068555321636	4.82317102138429e-12	8.2017320815093e-11
gene-J2S48_RS04385	1660.48631656049	2.2152220594124	0.320755456023048	6.90626462563812	4.97581424373828e-12	8.42042381440348e-11
